Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
hide-admin-navbar,"Hide Admin Navbar – Disable Admin Bar, Remove Admin Toolbar from Frontend",1.6.22,1.6.21,https://downloads.wordpress.org/plugin/hide-admin-navbar.1.6.22.zip,"2025-04-01 00:27:00",https://wordpress.org/plugins/hide-admin-navbar/,4.4,7.0
hide-thumbnails,"Hide Thumbnails – Disable Thumbnail from Post",1.4.23,1.4.22,https://downloads.wordpress.org/plugin/hide-thumbnails.1.4.23.zip,"2025-04-01 00:25:00",https://wordpress.org/plugins/hide-thumbnails/,4.4,7.0
hide-titles,"Hide Titles – Simple and Easy Hide Title, Hide Page Title, Hide Post Title, Hide Page And Post Title",1.7.25,1.7.24,https://downloads.wordpress.org/plugin/hide-titles.1.7.25.zip,"2025-04-01 00:21:00",https://wordpress.org/plugins/hide-titles/,4.4,7.0
media-library-assistant,"Media Library Assistant",3.25,3.24,https://downloads.wordpress.org/plugin/media-library-assistant.3.25.zip,"2025-04-01 00:08:00",https://wordpress.org/plugins/media-library-assistant/,4.2,5.3
moowoodle,"MooWoodle – WordPress & Moodle LMS Integration Bridge",3.2.11,3.2.6,https://downloads.wordpress.org/plugin/moowoodle.3.2.11.zip,"2025-04-01 01:11:00",https://wordpress.org/plugins/moowoodle/,6.0.0,8.0
pdf-builder-for-gravity,"PDF Builder for Gravity Forms",1.2.127,1.2.117,https://downloads.wordpress.org/plugin/pdf-builder-for-gravity.zip,"2025-04-01 00:42:00",https://wordpress.org/plugins/pdf-builder-for-gravity/,3.3,
pdf-builder-for-ninja-forms,"PDF Builder for Ninja Forms",1.2.127,1.2.117,https://downloads.wordpress.org/plugin/pdf-builder-for-ninja-forms.zip,"2025-04-01 00:40:00",https://wordpress.org/plugins/pdf-builder-for-ninja-forms/,3.3,
pdf-builder-for-wpforms,"PDF Builder for WPForms",1.2.127,1.2.121,https://downloads.wordpress.org/plugin/pdf-builder-for-wpforms.zip,"2025-04-01 00:39:00",https://wordpress.org/plugins/pdf-builder-for-wpforms/,3.3,
pdf-importer-for-gravity,"PDF Importer for Gravity Forms",1.3.71,1.3.66,https://downloads.wordpress.org/plugin/pdf-importer-for-gravity.zip,"2025-04-01 00:42:00",https://wordpress.org/plugins/pdf-importer-for-gravity/,3.3,
pdf-importer-for-ninjaforms-pro,"PDF Importer for Ninja Forms",1.3.71,1.3.66,https://downloads.wordpress.org/plugin/pdf-importer-for-ninjaforms-pro.zip,"2025-04-01 00:41:00",https://wordpress.org/plugins/pdf-importer-for-ninjaforms-pro/,3.3,
pdf-importer-for-wpform,"PDF Importer for WPForms",1.3.71,1.3.67,https://downloads.wordpress.org/plugin/pdf-importer-for-wpform.zip,"2025-04-01 00:41:00",https://wordpress.org/plugins/pdf-importer-for-wpform/,3.3,
qwiz-online-quizzes-and-flashcards,"Qwizcards | online quizzes and flashcards",3.94,3.92,https://downloads.wordpress.org/plugin/qwiz-online-quizzes-and-flashcards.3.94.zip,"2025-04-01 00:53:00",https://wordpress.org/plugins/qwiz-online-quizzes-and-flashcards/,,
simple-blog-card,"Simple Blog Card",2.36,2.31,https://downloads.wordpress.org/plugin/simple-blog-card.2.36.zip,"2025-04-01 01:23:00",https://wordpress.org/plugins/simple-blog-card/,6.6,8.0
tap-to-top,"Tap To Top – Scroll Up Button for Back To Top",1.5.24,1.5.23,https://downloads.wordpress.org/plugin/tap-to-top.1.5.24.zip,"2025-04-01 00:24:00",https://wordpress.org/plugins/tap-to-top/,4.4,7.0
turn-off-comments,"Turn Off Comments – Remove Comments, Hide Comment Box, Disable Comments and Stop Spam",1.6.24,1.6.23,https://downloads.wordpress.org/plugin/turn-off-comments.1.6.24.zip,"2025-04-01 00:23:00",https://wordpress.org/plugins/turn-off-comments/,4.4,7.0
woo-pdf-invoice-builder,"PDF Builder for WooCommerce. Create invoices,packing slips and more",1.2.140,1.2.138,https://downloads.wordpress.org/plugin/woo-pdf-invoice-builder.zip,"2025-04-01 00:40:00",https://wordpress.org/plugins/woo-pdf-invoice-builder/,3.3,
woocommerce-catalog-enquiry,"CatalogX – Product Catalog Mode For WooCommerce",6.0.2,6.0.1,https://downloads.wordpress.org/plugin/woocommerce-catalog-enquiry.6.0.2.zip,"2025-04-01 01:19:00",https://wordpress.org/plugins/woocommerce-catalog-enquiry/,6.4,8.0
wpvivid-backuprestore,"Migration, Backup, Staging – WPvivid Backup & Migration",0.9.114,0.9.106,https://downloads.wordpress.org/plugin/wpvivid-backuprestore.0.9.114.zip,"2025-04-01 00:12:00",https://wordpress.org/plugins/wpvivid-backuprestore/,4.5,5.3
better-category-manager,"Advanced Category Manager",1.0.2,,https://downloads.wordpress.org/plugin/better-category-manager.1.0.2.zip,"2025-04-01 01:51:00",https://wordpress.org/plugins/better-category-manager/,5.8,7.4
daisy-duplicate,"Daisy Duplicate – easy and simple duplicator for posts, pages, WooCommerce products and more",1.0.3,,https://downloads.wordpress.org/plugin/daisy-duplicate.1.0.3.zip,"2025-04-01 00:18:00",https://wordpress.org/plugins/daisy-duplicate/,5.2,7.2
better-category-manager,"Advanced Category Manager",1.0.3,1.0.2,https://downloads.wordpress.org/plugin/better-category-manager.1.0.3.zip,"2025-04-01 02:33:00",https://wordpress.org/plugins/better-category-manager/,5.8,7.4
abc-pricing-table,"Pricing Table – Price Table, Price list, Easy Pricing Table",1.4.8,1.4.6,https://downloads.wordpress.org/plugin/abc-pricing-table.1.4.8.zip,"2025-04-01 07:27:00",https://wordpress.org/plugins/abc-pricing-table/,4.0,
addonify-wishlist,"Addonify – WooCommerce Wishlist",2.0.15,2.0.12,https://downloads.wordpress.org/plugin/addonify-wishlist.2.0.15.zip,"2025-04-01 08:23:00",https://wordpress.org/plugins/addonify-wishlist/,6.3,7.4
advanced-local-pickup-for-woocommerce,"Advanced Local Pickup for WooCommerce",1.7.1,1.7.0,https://downloads.wordpress.org/plugin/advanced-local-pickup-for-woocommerce.1.7.1.zip,"2025-04-01 06:04:00",https://wordpress.org/plugins/advanced-local-pickup-for-woocommerce/,5.0,7.0
animated-live-wall,"Animated Live Wall – Photo Animation, Feed Gallery Image Change Animation",1.2.4,1.2.2,https://downloads.wordpress.org/plugin/animated-live-wall.1.2.4.zip,"2025-04-01 07:33:00",https://wordpress.org/plugins/animated-live-wall/,3.0.1,5.2.4
cardanopress-governance,"CardanoPress – Governance for Cardano",1.9.0,1.8.0,https://downloads.wordpress.org/plugin/cardanopress-governance.1.9.0.zip,"2025-04-01 06:45:00",https://wordpress.org/plugins/cardanopress-governance/,5.9,7.4
cardanopress-ispo,"CardanoPress – Initial Stake Pool Offering Dashboard",1.10.0,1.8.0,https://downloads.wordpress.org/plugin/cardanopress-ispo.1.10.0.zip,"2025-04-01 07:40:00",https://wordpress.org/plugins/cardanopress-ispo/,5.9,7.4
chatway-live-chat,"Chatway Live Chat – Customer Support, FAQ & Helpdesk Customer Service, Chat Buttons, and WhatsApp",1.3.3,1.3.2,https://downloads.wordpress.org/plugin/chatway-live-chat.1.3.3.zip,"2025-04-01 07:35:00",https://wordpress.org/plugins/chatway-live-chat/,3.1,
content-shortcode-generator,"Content Shortcode Generator",1.2,1.1,https://downloads.wordpress.org/plugin/content-shortcode-generator.zip,"2025-04-01 06:06:00",https://wordpress.org/plugins/content-shortcode-generator/,5.0,7.2
crt-manage,"CRT Manage",1.1.5,1.1.1,https://downloads.wordpress.org/plugin/crt-manage.1.1.5.zip,"2025-04-01 07:11:00",https://wordpress.org/plugins/crt-manage/,4.0,
event-monster,"Event Monster – Event Management, Tickets Booking, Upcoming Event",1.4.6,1.4.5,https://downloads.wordpress.org/plugin/event-monster.1.4.6.zip,"2025-04-01 07:38:00",https://wordpress.org/plugins/event-monster/,4.0,
event-tickets-manager-for-woocommerce,"Event Tickets Manager for WooCommerce",1.4.3,1.4.2,https://downloads.wordpress.org/plugin/event-tickets-manager-for-woocommerce.1.4.3.zip,"2025-04-01 05:46:00",https://wordpress.org/plugins/event-tickets-manager-for-woocommerce/,5.2.4,7.4
formassembly-web-forms,WP-FormAssembly,3.0.1,2.0.11,https://downloads.wordpress.org/plugin/formassembly-web-forms.3.0.1.zip,"2025-04-01 05:45:00",https://wordpress.org/plugins/formassembly-web-forms/,4.0.0,
graphina-elementor-charts-and-graphs,"Graphina – Elementor Charts and Graphs",3.0.4,3.0.3,https://downloads.wordpress.org/plugin/graphina-elementor-charts-and-graphs.3.0.4.zip,"2025-04-01 07:14:00",https://wordpress.org/plugins/graphina-elementor-charts-and-graphs/,5.9,8.0
gravity-forms-dps-pxpay,"GF Windcave Free",2.6.0,2.5.0,https://downloads.wordpress.org/plugin/gravity-forms-dps-pxpay.2.6.0.zip,"2025-04-01 08:28:00",https://wordpress.org/plugins/gravity-forms-dps-pxpay/,4.9,7.4
insta-type-gallery,"Stylish Profile Gallery – WordPress Gallery, Custom Profile",1.1.31,1.1.29,https://downloads.wordpress.org/plugin/insta-type-gallery.1.1.31.zip,"2025-04-01 08:15:00",https://wordpress.org/plugins/insta-type-gallery/,4.0,
kubio,"Kubio AI Page Builder",2.5.3,2.4.5,https://downloads.wordpress.org/plugin/kubio.2.5.3.zip,"2025-04-01 06:03:00",https://wordpress.org/plugins/kubio/,5.8,7.4
lemonink,"LemonInk Ebook Watermarking for WooCommerce",0.8.2,0.7.2,https://downloads.wordpress.org/plugin/lemonink.0.8.2.zip,"2025-04-01 07:24:00",https://wordpress.org/plugins/lemonink/,4.4,
linguise,"Linguise – Automatic multilingual translation",2.1.19,2.1.16,https://downloads.wordpress.org/plugin/linguise.2.1.19.zip,"2025-04-01 08:18:00",https://wordpress.org/plugins/linguise/,4.0,7.0
loginizer,Loginizer,1.9.9,1.9.6,https://downloads.wordpress.org/plugin/loginizer.1.9.9.zip,"2025-04-01 08:04:00",https://wordpress.org/plugins/loginizer/,3.0,5.5
maika-genius,"Maika Genius – AI Content Generator & Writer, Live Chat & AI Chatbot, ChatGPT (OpenAI), GPT-4o, Gemini for Woocommerce",1.2.5,1.2.2,https://downloads.wordpress.org/plugin/maika-genius.1.2.5.zip,"2025-04-01 07:19:00",https://wordpress.org/plugins/maika-genius/,5.6,7.4
mb-acf-migration,"MB ACF Migration",1.1.5,1.1.4,https://downloads.wordpress.org/plugin/mb-acf-migration.1.1.5.zip,"2025-04-01 06:50:00",https://wordpress.org/plugins/mb-acf-migration/,5.5,7.0
mb-custom-post-type,"MB Custom Post Types & Custom Taxonomies",2.8.1,2.8.0,https://downloads.wordpress.org/plugin/mb-custom-post-type.2.8.1.zip,"2025-04-01 06:44:00",https://wordpress.org/plugins/mb-custom-post-type/,5.9,7.2
mb-rank-math,"MB Rank Math Integration",1.0.4,1.0.3,https://downloads.wordpress.org/plugin/mb-rank-math.1.0.4.zip,"2025-04-01 06:53:00",https://wordpress.org/plugins/mb-rank-math/,5.0,
mb-toolset-migration,"MB Toolset Migration",1.0.6,1.0.5,https://downloads.wordpress.org/plugin/mb-toolset-migration.1.0.6.zip,"2025-04-01 06:52:00",https://wordpress.org/plugins/mb-toolset-migration/,5.9,7.2
media-slider,"Media Slider – Photo Slider, Video Slider, Link Slider, Carousal Slideshow",1.4.9,1.4.7,https://downloads.wordpress.org/plugin/media-slider.1.4.9.zip,"2025-04-01 08:19:00",https://wordpress.org/plugins/media-slider/,,
meta-box-text-limiter,"MB Text Limiter",1.2.6,1.2.5,https://downloads.wordpress.org/plugin/meta-box-text-limiter.1.2.6.zip,"2025-04-01 06:38:00",https://wordpress.org/plugins/meta-box-text-limiter/,5.9,
modal-popup-box,"Modal Popup Box – Popup Builder, Show Offers And News in Popup",1.5.9,1.5.8,https://downloads.wordpress.org/plugin/modal-popup-box.1.5.9.zip,"2025-04-01 08:22:00",https://wordpress.org/plugins/modal-popup-box/,4.0,
news-magazine-x-core,"News Magazine X Core",1.0.7,1.0.5,https://downloads.wordpress.org/plugin/news-magazine-x-core.1.0.7.zip,"2025-04-01 08:11:00",https://wordpress.org/plugins/news-magazine-x-core/,,
pdf-for-wpforms,"PDF for WPForms + Drag and Drop Template Builder",5.3.6,5.2.1,https://downloads.wordpress.org/plugin/pdf-for-wpforms.zip,"2025-04-01 08:34:00",https://wordpress.org/plugins/pdf-for-wpforms/,2.0,5.6
property-hive-stamp-duty-calculator,"Property Hive Stamp Duty Calculator",1.0.25,1.0.21,https://downloads.wordpress.org/plugin/property-hive-stamp-duty-calculator.1.0.25.zip,"2025-04-01 07:20:00",https://wordpress.org/plugins/property-hive-stamp-duty-calculator/,3.8,
revolut-gateway-for-woocommerce,"Revolut Gateway for WooCommerce",4.18.9,4.18.8,https://downloads.wordpress.org/plugin/revolut-gateway-for-woocommerce.4.18.9.zip,"2025-04-01 07:16:00",https://wordpress.org/plugins/revolut-gateway-for-woocommerce/,4.4,7.2
side-cart-woocommerce,"Side Cart Woocommerce | Woocommerce Cart",2.6.3,2.6.2,https://downloads.wordpress.org/plugin/side-cart-woocommerce.2.6.3.zip,"2025-04-01 07:07:00",https://wordpress.org/plugins/side-cart-woocommerce/,3.0.1,
simple-smtp-by-maileroo,"Simple SMTP by Maileroo",1.0.8,1.0.3,https://downloads.wordpress.org/plugin/simple-smtp-by-maileroo.1.0.8.zip,"2025-04-01 07:22:00",https://wordpress.org/plugins/simple-smtp-by-maileroo/,4.6,7.4
stopbadbots,"Block Bad Bots and Stop Bad Bots Crawlers and Spiders and Anti Spam Protection",11.25,11.23,https://downloads.wordpress.org/plugin/stopbadbots.11.25.zip,"2025-04-01 07:30:00",https://wordpress.org/plugins/stopbadbots/,4.0,5.6
suretriggers,"SureTriggers: All-in-One Automation Platform",1.0.78,1.0.77,https://downloads.wordpress.org/plugin/suretriggers.1.0.78.zip,"2025-04-01 07:29:00",https://wordpress.org/plugins/suretriggers/,5.4,5.6
svea-checkout-for-woocommerce,"Svea Checkout for WooCommerce",3.2.3,3.2.1,https://downloads.wordpress.org/plugin/svea-checkout-for-woocommerce.3.2.3.zip,"2025-04-01 05:45:00",https://wordpress.org/plugins/svea-checkout-for-woocommerce/,4.9,8.0
video-comments-webcam-recorder,"HTML5 Webcam/Screen/Mic Recorder for Video Comments and Forms",2.2.6,2.2.4,https://downloads.wordpress.org/plugin/video-comments-webcam-recorder.zip,"2025-04-01 06:10:00",https://wordpress.org/plugins/video-comments-webcam-recorder/,5.0,7.4
woo-order-export-lite,"Advanced Order Export For WooCommerce",4.0.2,4.0.0,https://downloads.wordpress.org/plugin/woo-order-export-lite.4.0.2.zip,"2025-04-01 08:06:00",https://wordpress.org/plugins/woo-order-export-lite/,4.7,8.1.0
woocommerce-billink,"Billink – Legacy",2.5.2,2.5.1,https://downloads.wordpress.org/plugin/woocommerce-billink.2.5.2.zip,"2025-04-01 06:26:00",https://wordpress.org/plugins/woocommerce-billink/,4.8,7.4
wordpress-seo,"Yoast SEO",24.8,24.7,https://downloads.wordpress.org/plugin/wordpress-seo.24.8.zip,"2025-04-01 07:53:00",https://wordpress.org/plugins/wordpress-seo/,6.6,7.2.5
wp-flickr-gallery,"Album And Photo Gallery For Flickr – Album Flickr Widget",1.4.8,1.4.7,https://downloads.wordpress.org/plugin/wp-flickr-gallery.1.4.8.zip,"2025-04-01 07:48:00",https://wordpress.org/plugins/wp-flickr-gallery/,4.0,
wp-instagram-feed-awplife,"Social Media Feed – Social Feed Gallery With API",1.4.3,1.4.1,https://downloads.wordpress.org/plugin/wp-instagram-feed-awplife.1.4.3.zip,"2025-04-01 08:06:00",https://wordpress.org/plugins/wp-instagram-feed-awplife/,4.0,
wp-lister-for-amazon,"WP-Lister Lite for Amazon",2.7.6,2.7.5.1,https://downloads.wordpress.org/plugin/wp-lister-for-amazon.zip,"2025-04-01 07:55:00",https://wordpress.org/plugins/wp-lister-for-amazon/,4.2,
wp-lister-for-ebay,"WP-Lister Lite for eBay",3.7.7,3.7.1.1,https://downloads.wordpress.org/plugin/wp-lister-for-ebay.zip,"2025-04-01 08:01:00",https://wordpress.org/plugins/wp-lister-for-ebay/,4.2,
wp-media-recovery,"Media Library Recovery – Restore Lost Image Files",1.6.5,1.6.4,https://downloads.wordpress.org/plugin/wp-media-recovery.zip,"2025-04-01 05:40:00",https://wordpress.org/plugins/wp-media-recovery/,5.0,7.2
wpify-woo,"WPify Woo Czech",5.0.4,4.1.13,https://downloads.wordpress.org/plugin/wpify-woo.5.0.4.zip,"2025-04-01 08:34:00",https://wordpress.org/plugins/wpify-woo/,6.2,8.1.0
xml-sitemap-for-google,"XML Sitemap for Google",1.1.3,1.1.0,https://downloads.wordpress.org/plugin/xml-sitemap-for-google.1.1.3.zip,"2025-04-01 06:51:00",https://wordpress.org/plugins/xml-sitemap-for-google/,6.3,7.4
elex-wp-image-optimize-and-cleanup,"ELEX WP Image Optimize and CleanUp",1.0.0,,https://downloads.wordpress.org/plugin/elex-wp-image-optimize-and-cleanup.1.0.0.zip,"2025-04-01 07:25:00",https://wordpress.org/plugins/elex-wp-image-optimize-and-cleanup/,6.2,7.0
luzuk-wp-multi-slider,"Luzuk – Multi Slider",0.0.4,,https://downloads.wordpress.org/plugin/luzuk-wp-multi-slider.0.0.4.zip,"2025-04-01 07:44:00",https://wordpress.org/plugins/luzuk-wp-multi-slider/,5.0,7.0
nigeria-cities-for-woocommerce,"Nigeria Cities for WooCommerce",1.1.0,,https://downloads.wordpress.org/plugin/nigeria-cities-for-woocommerce.1.0.0.zip,"2025-04-01 05:58:00",https://wordpress.org/plugins/nigeria-cities-for-woocommerce/,5.8,7.2
opskill-ecommerce,"Opskill Ecommerce",1.1.0,,https://downloads.wordpress.org/plugin/opskill-ecommerce.1.1.0.zip,"2025-04-01 07:55:00",https://wordpress.org/plugins/opskill-ecommerce/,5.5,7.4
syntaxhub-jld,syntaxhub-JLD,1.0.2,,https://downloads.wordpress.org/plugin/syntaxhub-jld.zip,"2025-04-01 07:46:00",https://wordpress.org/plugins/syntaxhub-jld/,5.8,7.4
appointment-hour-booking,"Appointment Hour Booking – WordPress Booking Plugin",1.5.15,1.5.14,https://downloads.wordpress.org/plugin/appointment-hour-booking.1.5.15.zip,"2025-04-01 13:00:00",https://wordpress.org/plugins/appointment-hour-booking/,3.0.5,
constellation-client-portal,"Constellation Client Portal",1.11.1,1.11.0,https://downloads.wordpress.org/plugin/constellation-client-portal.1.11.1.zip,"2025-04-01 14:13:00",https://wordpress.org/plugins/constellation-client-portal/,6.0.0,7.4
envialosimple-email-marketing-y-newsletters-gratis,"EnvíaloSimple: Email Marketing y Newsletters",2.4.5,2.4.4,https://downloads.wordpress.org/plugin/envialosimple-email-marketing-y-newsletters-gratis.2.4.5.zip,"2025-04-01 13:34:00",https://wordpress.org/plugins/envialosimple-email-marketing-y-newsletters-gratis/,5.9.3,7.0
feed2post-ircf,"Import CSV, Excel, XML, JSON, SQL and multiple formats as posts or users (Feed2Post)",1.39,1.38,https://downloads.wordpress.org/plugin/feed2post-ircf.zip,"2025-04-01 13:50:00",https://wordpress.org/plugins/feed2post-ircf/,3.0.1,7.0
google-calendar-events,"Simple Calendar – Google Calendar Plugin",3.5.0,3.4.6,https://downloads.wordpress.org/plugin/google-calendar-events.3.5.0.zip,"2025-04-01 14:24:00",https://wordpress.org/plugins/google-calendar-events/,4.2,7.3
helpie-faq,"FAQ / Accordion / Docs / KB – Helpie WordPress FAQ Accordion plugin",1.36,1.34,https://downloads.wordpress.org/plugin/helpie-faq.1.36.zip,"2025-04-01 14:17:00",https://wordpress.org/plugins/helpie-faq/,5.4,5.6
image-protection,"Image Protection",1.0.1,1.0.0,https://downloads.wordpress.org/plugin/image-protection.1.0.1.zip,"2025-04-01 13:06:00",https://wordpress.org/plugins/image-protection/,5.0,7.4
insert-headers-and-footers,"WPCode – Insert Headers and Footers + Custom Code Snippets – WordPress Code Manager",2.2.7,2.2.3.1,https://downloads.wordpress.org/plugin/insert-headers-and-footers.2.2.7.zip,"2025-04-01 13:11:00",https://wordpress.org/plugins/insert-headers-and-footers/,4.6,5.5
kivicare-clinic-management-system,"KiviCare – Clinic & Patient Management System (EHR)",3.6.9,3.6.8,https://downloads.wordpress.org/plugin/kivicare-clinic-management-system.3.6.9.zip,"2025-04-01 12:55:00",https://wordpress.org/plugins/kivicare-clinic-management-system/,3.0.1,8.0
luckywp-table-of-contents,"LuckyWP Table of Contents",2.1.11,2.1.10,https://downloads.wordpress.org/plugin/luckywp-table-of-contents.2.1.11.zip,"2025-04-01 13:31:00",https://wordpress.org/plugins/luckywp-table-of-contents/,4.7,5.6.20
moloni,Moloni,4.9.4,4.8.5,https://downloads.wordpress.org/plugin/moloni.4.9.4.zip,"2025-04-01 14:05:00",https://wordpress.org/plugins/moloni/,4.6,7.2
motors-car-dealership-classified-listings,"Motors – Car Dealership & Classified Listings Plugin",1.4.66,1.4.62,https://downloads.wordpress.org/plugin/motors-car-dealership-classified-listings.1.4.66.zip,"2025-04-01 13:25:00",https://wordpress.org/plugins/motors-car-dealership-classified-listings/,4.6,
powercash21-payments-gateway,"payabl. Payments Gateway",3.0.2.8,3.0.2.5,https://downloads.wordpress.org/plugin/powercash21-payments-gateway.3.0.2.8.zip,"2025-04-01 13:18:00",https://wordpress.org/plugins/powercash21-payments-gateway/,6.5,8.0
shiptastic-for-woocommerce,"Shiptastic for WooCommerce",4.3.6,4.3.4,https://downloads.wordpress.org/plugin/shiptastic-for-woocommerce.4.3.6.zip,"2025-04-01 14:12:00",https://wordpress.org/plugins/shiptastic-for-woocommerce/,5.4,5.6
siteseo,"SiteSEO – SEO Simplified",1.2.0,,https://downloads.wordpress.org/plugin/siteseo.1.2.0.zip,"2025-04-01 13:51:00",https://wordpress.org/plugins/siteseo/,5.0,7.2
squeeze,"Squeeze – Image Optimization & Compression, WebP Conversion",1.6.2,1.6,https://downloads.wordpress.org/plugin/squeeze.1.6.2.zip,"2025-04-01 13:41:00",https://wordpress.org/plugins/squeeze/,6.0,7.0
ticketack,Ticketack,2.88.0,2.85.0,https://downloads.wordpress.org/plugin/ticketack.2.88.0.zip,"2025-04-01 13:23:00",https://wordpress.org/plugins/ticketack/,5.9,8.1
webp-converter-for-media,"Converter for Media – Optimize images | Convert WebP & AVIF",6.2.1,6.2.0,https://downloads.wordpress.org/plugin/webp-converter-for-media.6.2.1.zip,"2025-04-01 13:38:00",https://wordpress.org/plugins/webp-converter-for-media/,4.9,7.1
woocommerce-germanized,"Germanized for WooCommerce",3.19.6,3.19.5,https://downloads.wordpress.org/plugin/woocommerce-germanized.3.19.6.zip,"2025-04-01 14:08:00",https://wordpress.org/plugins/woocommerce-germanized/,5.4,5.6
wpconsent-cookies-banner-privacy-suite,"WPConsent – Cookie Consent Banner for Privacy Compliance (GDPR / CCPA)",1.0.4.2,1.0.4.1,https://downloads.wordpress.org/plugin/wpconsent-cookies-banner-privacy-suite.1.0.4.2.zip,"2025-04-01 14:03:00",https://wordpress.org/plugins/wpconsent-cookies-banner-privacy-suite/,5.6,7.0
reordere-lite-subcriptions-for-woocommerce,"ReordeRe Lite – Subscriptions For WooCommerce",1.0.0,,https://downloads.wordpress.org/plugin/reordere-lite-subcriptions-for-woocommerce.1.0.0.zip,"2025-04-01 14:04:00",https://wordpress.org/plugins/reordere-lite-subcriptions-for-woocommerce/,4.9,7.0
store-locator-for-goong,"Store Locator For Goong",1.0.0,,https://downloads.wordpress.org/plugin/store-locator-for-goong.zip,"2025-04-01 14:08:00",https://wordpress.org/plugins/store-locator-for-goong/,5.8,
blpaczka,BLPaczka,1.2.0,1.1.0,https://downloads.wordpress.org/plugin/blpaczka.zip,"2025-04-01 12:41:00",https://wordpress.org/plugins/blpaczka/,5.3,7.0
convertkit,"Kit (formerly ConvertKit) – Email Newsletter, Email Marketing, Subscribers and Landing Pages",2.7.7,2.7.6,https://downloads.wordpress.org/plugin/convertkit.2.7.7.zip,"2025-04-01 12:52:00",https://wordpress.org/plugins/convertkit/,5.0,5.6.20
event-post,"Event post",5.9.11,5.9.8,https://downloads.wordpress.org/plugin/event-post.5.9.11.zip,"2025-04-01 12:40:00",https://wordpress.org/plugins/event-post/,6.3,
form-masks-for-elementor,"Form Input Masks For Elementor Form",2.4.4,2.4.2,https://downloads.wordpress.org/plugin/form-masks-for-elementor.2.4.4.zip,"2025-04-01 12:33:00",https://wordpress.org/plugins/form-masks-for-elementor/,5.5,7.4
notifier,"WANotifier – Send Message Notifications Using Official API",2.7.4,2.7.2,https://downloads.wordpress.org/plugin/notifier.2.7.4.zip,"2025-04-01 12:38:00",https://wordpress.org/plugins/notifier/,5.7,7.4
paperdork,"Paperdork voor WooCommerce",1.13.5,1.13.3,https://downloads.wordpress.org/plugin/paperdork.1.13.5.zip,"2025-04-01 12:50:00",https://wordpress.org/plugins/paperdork/,,7.2
