Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
conekta-payment-gateway,"Conekta Payment Gateway",5.0.6,5.0.2,https://downloads.wordpress.org/plugin/conekta-payment-gateway.5.0.6.zip,"2024-11-01 00:07:00",https://wordpress.org/plugins/conekta-payment-gateway/,6.1,7.4
wpematico,"WPeMatico RSS Feed Fetcher",2.7.10,2.7.7.1,https://downloads.wordpress.org/plugin/wpematico.2.7.10.zip,"2024-11-01 00:27:00",https://wordpress.org/plugins/wpematico/,4.8,7.0
handmade-dropshipping-for-etsy-and-woo,"HANDMADE – Dropshipping for Etsy and WooCommerce",1.0.0,,https://downloads.wordpress.org/plugin/handmade-dropshipping-for-etsy-and-woo.zip,"2024-11-01 01:21:00",https://wordpress.org/plugins/handmade-dropshipping-for-etsy-and-woo/,6.2,7.0
acumulus,Acumulus,8.3.4,8.2.0,https://downloads.wordpress.org/plugin/acumulus.zip,"2024-11-01 08:41:00",https://wordpress.org/plugins/acumulus/,5.9,8.0
cleantalk-spam-protect,"Spam protection, Anti-Spam, FireWall by CleanTalk",6.44,6.43.1,https://downloads.wordpress.org/plugin/cleantalk-spam-protect.6.44.zip,"2024-11-01 08:48:00",https://wordpress.org/plugins/cleantalk-spam-protect/,4.7,5.6
customize-my-account-for-woocommerce,"SysBasics Customize My Account for WooCommerce",2.7.25,2.7.18,https://downloads.wordpress.org/plugin/customize-my-account-for-woocommerce.2.7.25.zip,"2024-11-01 08:19:00",https://wordpress.org/plugins/customize-my-account-for-woocommerce/,3.3,5.2
email-template-customizer-for-woo,"Email Template Customizer for WooCommerce",1.2.7,1.2.6,https://downloads.wordpress.org/plugin/email-template-customizer-for-woo.zip,"2024-11-01 08:54:00",https://wordpress.org/plugins/email-template-customizer-for-woo/,5.0,7.0
linkedin-auto-publish,"WP to LinkedIn Auto Publish",1.9.4,1.9.2,https://downloads.wordpress.org/plugin/linkedin-auto-publish.1.9.4.zip,"2024-11-01 09:23:00",https://wordpress.org/plugins/linkedin-auto-publish/,2.8,
logistra-woocommerce-integrasjon-fra-wildrobot-app,"Freight Integration for Woocommerce to Logistra Cargonizer or Profrakt by WildRobot",7.5.0,7.4.3,https://downloads.wordpress.org/plugin/logistra-woocommerce-integrasjon-fra-wildrobot-app.7.5.0.zip,"2024-11-01 09:19:00",https://wordpress.org/plugins/logistra-woocommerce-integrasjon-fra-wildrobot-app/,5.1,
mine-cloudvod,"Video and Audio Player for WordPress – Mine CloudVod LMS",1.9.18,1.9.17,https://downloads.wordpress.org/plugin/mine-cloudvod.zip,"2024-11-01 06:57:00",https://wordpress.org/plugins/mine-cloudvod/,6.1,7.0
morkva-ua-shipping,"Morkva UA Shipping",1.0.8,1.0.7,https://downloads.wordpress.org/plugin/morkva-ua-shipping.1.0.8.zip,"2024-11-01 07:23:00",https://wordpress.org/plugins/morkva-ua-shipping/,5.0,7.0
pop-up-pop-up,Pop-up,1.2.7,1.2.6,https://downloads.wordpress.org/plugin/pop-up-pop-up.1.2.7.zip,"2024-11-01 08:51:00",https://wordpress.org/plugins/pop-up-pop-up/,4.6,5.6
secure-wp-admin,"Secure WP Admin",1.4.2,1.4.1,https://downloads.wordpress.org/plugin/secure-wp-admin.1.4.2.zip,"2024-11-01 08:16:00",https://wordpress.org/plugins/secure-wp-admin/,4.0,
security-malware-firewall,"Security & Malware scan by CleanTalk",2.145.1,2.142,https://downloads.wordpress.org/plugin/security-malware-firewall.2.145.1.zip,"2024-11-01 07:52:00",https://wordpress.org/plugins/security-malware-firewall/,5.0,5.6
