Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
designsetgo,DesignSetGo,1.4.0,1.3.4,https://downloads.wordpress.org/plugin/designsetgo.1.4.0.zip,"2026-02-01 01:07:00",https://wordpress.org/plugins/designsetgo/,6.0,8.0,10
squarewoosync,"Square Sync for WooCommerce | Comprehensive Data Sync Between Square and WooCommerce",6.0.8,6.0.7,https://downloads.wordpress.org/plugin/squarewoosync.6.0.8.zip,"2026-02-01 02:41:00",https://wordpress.org/plugins/squarewoosync/,5.4,7.4,100
waf-security-suite-for-cloudflare,"WAF Security Suite for Cloudflare",1.0.1,1.0,https://downloads.wordpress.org/plugin/waf-security-suite-for-cloudflare.1.0.1.zip,"2026-02-01 00:38:00",https://wordpress.org/plugins/waf-security-suite-for-cloudflare/,6.0,7.4,0
wp-cafe,"Restaurant Menu, Online Food Ordering and Reservation Booking Plugin – WPCafe",3.0.6,3.0.5,https://downloads.wordpress.org/plugin/wp-cafe.3.0.6.zip,"2026-02-01 03:08:00",https://wordpress.org/plugins/wp-cafe/,6.2,7.4,6000
wp-event-solution,"Eventin – Event Manager, Event Booking, Calendar, Tickets and Registration Plugin (AI Powered)",4.1.2,4.1.1,https://downloads.wordpress.org/plugin/wp-event-solution.4.1.2.zip,"2026-02-01 02:52:00",https://wordpress.org/plugins/wp-event-solution/,6.2,7.4,10000
babelbeez-voice-ai,"Babelbeez – AI Voice Agent & Smart Call Button (Powered by OpenAI Realtime)",1.1.4,1.1.3,https://downloads.wordpress.org/plugin/babelbeez-voice-ai.1.1.4.zip,"2026-02-01 04:47:00",https://wordpress.org/plugins/babelbeez-voice-ai/,5.0,7.4,0
customize-my-account-for-woocommerce,"SysBasics Customize My Account for WooCommerce",3.7.1,3.6.29,https://downloads.wordpress.org/plugin/customize-my-account-for-woocommerce.3.7.1.zip,"2026-02-01 05:03:00",https://wordpress.org/plugins/customize-my-account-for-woocommerce/,3.3,5.2,9000
designsetgo,DesignSetGo,1.4.1,1.4.0,https://downloads.wordpress.org/plugin/designsetgo.1.4.1.zip,"2026-02-01 04:01:00",https://wordpress.org/plugins/designsetgo/,6.7,8.0,10
header-and-footer-scripts,"Header and Footer Scripts",2.4.2,2.4.1,https://downloads.wordpress.org/plugin/header-and-footer-scripts.2.4.2.zip,"2026-02-01 05:02:00",https://wordpress.org/plugins/header-and-footer-scripts/,4.6,5.6,200000
stifli-flex-mcp,"StifLi Flex MCP",1.0.5,1.0.4,https://downloads.wordpress.org/plugin/stifli-flex-mcp.1.0.5.zip,"2026-02-01 04:10:00",https://wordpress.org/plugins/stifli-flex-mcp/,5.8,7.4,300
wp-malware-removal,"Malcure Malware Shield — Removal, Repair, Watch",19.7,19.6,https://downloads.wordpress.org/plugin/wp-malware-removal.19.7.zip,"2026-02-01 04:33:00",https://wordpress.org/plugins/wp-malware-removal/,3.7.4,5.6,10000
breathwp-quick-admin-notes,"BreathWP – Quick Admin Notes",1.3.0,,https://downloads.wordpress.org/plugin/breathwp-quick-admin-notes.zip,"2026-02-01 04:47:00",https://wordpress.org/plugins/breathwp-quick-admin-notes/,5.0,7.0,0
b2bking-wholesale-for-woocommerce,"B2BKing — Ultimate WooCommerce Wholesale and B2B Solution — Wholesale Order Form, Catalog Mode, Dynamic Pricing & More",5.0.25,5.0.20,https://downloads.wordpress.org/plugin/b2bking-wholesale-for-woocommerce.5.0.25.zip,"2026-02-01 06:18:00",https://wordpress.org/plugins/b2bking-wholesale-for-woocommerce/,4.8,5.6.20,10000
blogcard-for-wp,"SU Blocks Blogcard",2.0.8,2.0.7,https://downloads.wordpress.org/plugin/blogcard-for-wp.2.0.8.zip,"2026-02-01 06:15:00",https://wordpress.org/plugins/blogcard-for-wp/,6.4,7.4,100
chartivio,Chartivio,1.0.3,1.0.2,https://downloads.wordpress.org/plugin/chartivio.zip,"2026-02-01 06:56:00",https://wordpress.org/plugins/chartivio/,5.0,7.4,0
customize-my-account-for-woocommerce,"SysBasics Customize My Account for WooCommerce",3.7.2,3.7.1,https://downloads.wordpress.org/plugin/customize-my-account-for-woocommerce.3.7.2.zip,"2026-02-01 05:47:00",https://wordpress.org/plugins/customize-my-account-for-woocommerce/,3.3,5.2,9000
ecomm-reels,"ReelsWp – Shoppable Videos & Vertical Reels Carousels",4.0.8,4.0.7,https://downloads.wordpress.org/plugin/ecomm-reels.4.0.8.zip,"2026-02-01 06:16:00",https://wordpress.org/plugins/ecomm-reels/,5.8,7.4,100
gf-real-time-validation,"Real Time Validation For Gravity Forms",1.0.4,1.0.1,https://downloads.wordpress.org/plugin/gf-real-time-validation.1.0.4.zip,"2026-02-01 06:09:00",https://wordpress.org/plugins/gf-real-time-validation/,5.6,7.4,400
griffinforms-form-builder,"GriffinForms – Contact Form Builder & Multi-Step Forms",2.2.0.0,2.1.9.1,https://downloads.wordpress.org/plugin/griffinforms-form-builder.2.2.0.0.zip,"2026-02-01 06:20:00",https://wordpress.org/plugins/griffinforms-form-builder/,6.6,8.2,10
list-view-google-calendar,"List View Google Calendar",7.4.3,7.4.2,https://downloads.wordpress.org/plugin/list-view-google-calendar.7.4.3.zip,"2026-02-01 06:10:00",https://wordpress.org/plugins/list-view-google-calendar/,6.0,7.4,500
optimal-360,"Optimal 360 | 3D Scanner & Viewer",1.1.1,1.1.0,https://downloads.wordpress.org/plugin/optimal-360.1.1.1.zip,"2026-02-01 05:57:00",https://wordpress.org/plugins/optimal-360/,5.0,7.0,0
woo-product-table,"Product Table for WooCommerce",6.0.2,6.0.1,https://downloads.wordpress.org/plugin/woo-product-table.6.0.2.zip,"2026-02-01 06:41:00",https://wordpress.org/plugins/woo-product-table/,6.2,7.0,6000
woocommerce-jne,"AgenWebsite Shipping – Plugin Ongkos Kirim & Generate Resi Otomatis Semua Kurir Indonesia",9.2.7,9.2.6,https://downloads.wordpress.org/plugin/woocommerce-jne.9.2.7.zip,"2026-02-01 06:18:00",https://wordpress.org/plugins/woocommerce-jne/,6.8,7.4,300
woolentor-addons,"ShopLentor – All-in-One WooCommerce Builder Solution for Elementor & Gutenberg",3.3.2,3.3.1,https://downloads.wordpress.org/plugin/woolentor-addons.3.3.2.zip,"2026-02-01 06:42:00",https://wordpress.org/plugins/woolentor-addons/,4.7,,90000
onlygrow-analytics,"Onlygrow Content Analytics",0.1,,https://downloads.wordpress.org/plugin/onlygrow-analytics.zip,"2026-02-01 06:57:00",https://wordpress.org/plugins/onlygrow-analytics/,,,0
alpha-google-map-for-elementor,"Alpha Google Map For Elementor",1.4.0,1.3,https://downloads.wordpress.org/plugin/alpha-google-map-for-elementor.zip,"2026-02-01 07:24:00",https://wordpress.org/plugins/alpha-google-map-for-elementor/,6.0,7.4,100
central-media-library-for-network-websites,"Central Media Manager for Multisite",1.1.8,1.1.7,https://downloads.wordpress.org/plugin/central-media-library-for-network-websites.1.1.8.zip,"2026-02-01 07:33:00",https://wordpress.org/plugins/central-media-library-for-network-websites/,4.7,7.0,0
alpha-price-table-for-elementor,"Alpha Price Table For Elementor",1.2.0,1.1,https://downloads.wordpress.org/plugin/alpha-price-table-for-elementor.zip,"2026-02-01 07:50:00",https://wordpress.org/plugins/alpha-price-table-for-elementor/,6.4,7.4,0
alpha-single-product-for-elementor,"Alpha Single Product For Elementor",1.2.0,1.1,https://downloads.wordpress.org/plugin/alpha-single-product-for-elementor.zip,"2026-02-01 08:40:00",https://wordpress.org/plugins/alpha-single-product-for-elementor/,6.0,7.4,10
backup,"JetBackup – Backup, Restore & Migrate",3.1.18.8,3.1.17.5,https://downloads.wordpress.org/plugin/backup.3.1.18.8.zip,"2026-02-01 08:02:00",https://wordpress.org/plugins/backup/,6.0,7.4,100000
blogcard-for-wp,"SU Blocks Blogcard",2.1.2,2.0.8,https://downloads.wordpress.org/plugin/blogcard-for-wp.2.1.2.zip,"2026-02-01 08:20:00",https://wordpress.org/plugins/blogcard-for-wp/,6.4,7.4,100
botwriter,"BotWriter – Free AI Content Generator",2.0.7,2.0.6,https://downloads.wordpress.org/plugin/botwriter.2.0.7.zip,"2026-02-01 08:12:00",https://wordpress.org/plugins/botwriter/,4.0,7.0,1000
cod24-shipping,"COD24 Shipping For Woocommerce",5.0.5,5.0.1,https://downloads.wordpress.org/plugin/cod24-shipping.5.0.5.zip,"2026-02-01 08:10:00",https://wordpress.org/plugins/cod24-shipping/,5.0,,300
customize-my-account-for-woocommerce,"SysBasics Customize My Account for WooCommerce",3.7.4,3.7.2,https://downloads.wordpress.org/plugin/customize-my-account-for-woocommerce.3.7.4.zip,"2026-02-01 08:20:00",https://wordpress.org/plugins/customize-my-account-for-woocommerce/,3.3,5.2,9000
0-day-analytics,"0 Day Analytics",4.7.0,4.6.0,https://downloads.wordpress.org/plugin/0-day-analytics.4.7.0.zip,"2026-02-01 09:15:00",https://wordpress.org/plugins/0-day-analytics/,6.0,7.4,20
cancel-order-request-woocommerce,"Cancel order / Refund request for WooCommerce",1.3.4.22,1.3.4.21,https://downloads.wordpress.org/plugin/cancel-order-request-woocommerce.1.3.4.22.zip,"2026-02-01 08:59:00",https://wordpress.org/plugins/cancel-order-request-woocommerce/,3.0.1,,2000
hotel-booking-for-woocommerce,"Hotel Booking for WooCommerce",1.0.40,1.0.32,https://downloads.wordpress.org/plugin/hotel-booking-for-woocommerce.zip,"2026-02-01 09:35:00",https://wordpress.org/plugins/hotel-booking-for-woocommerce/,6.0,8.0,100
integrate-asana-with-gravity-forms,"Integrate Asana with Gravity Forms",1.6.17,1.6.16,https://downloads.wordpress.org/plugin/integrate-asana-with-gravity-forms.zip,"2026-02-01 09:40:00",https://wordpress.org/plugins/integrate-asana-with-gravity-forms/,,7.4,10
mediahaven-lite,"MediaHaven — Video Gallery & HLS Player for YouTube and TikTok",1.6.3,1.6.2,https://downloads.wordpress.org/plugin/mediahaven-lite.1.6.3.zip,"2026-02-01 09:39:00",https://wordpress.org/plugins/mediahaven-lite/,5.8,7.4,10
