Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
auto-mail,"Auto Mail – Abandoned Cart Recovery, Newsletter Builder & Marketing Automation for WooCommerce",1.2.16,1.2.12,https://downloads.wordpress.org/plugin/auto-mail.zip,"2025-05-01 00:41:00",https://wordpress.org/plugins/auto-mail/,4.0,
auto-robot,"Auto Robot – WP Autoblogging and RSS Feed News Aggregator",3.9.46,3.9.42,https://downloads.wordpress.org/plugin/auto-robot.zip,"2025-05-01 00:40:00",https://wordpress.org/plugins/auto-robot/,4.0,
carousel-block,"Carousel Slider Block for Gutenberg",2.0.1,1.0.16,https://downloads.wordpress.org/plugin/carousel-block.2.0.1.zip,"2025-05-01 01:13:00",https://wordpress.org/plugins/carousel-block/,6.1,7.0
code-engine,"Code Engine",0.3.0,0.2.9,https://downloads.wordpress.org/plugin/code-engine.0.3.0.zip,"2025-05-01 01:15:00",https://wordpress.org/plugins/code-engine/,6.0,
daisy-admin-bar,"Daisy Admin Bar – Hide Admin Toolbar Based on User Roles, Disable Admin Bar from Non-Admins",1.0.9,1.0.8,https://downloads.wordpress.org/plugin/daisy-admin-bar.1.0.9.zip,"2025-05-01 01:54:00",https://wordpress.org/plugins/daisy-admin-bar/,5.2,7.2
daisy-debug,"Daisy Debug – Easy WP Debugging, Enable WP Debug, View Error Logs, Download Debug Log",1.0.6,1.0.3,https://downloads.wordpress.org/plugin/daisy-debug.1.0.6.zip,"2025-05-01 01:59:00",https://wordpress.org/plugins/daisy-debug/,5.2,7.2
database-cleaner,"Database Cleaner",1.2.1,1.1.9,https://downloads.wordpress.org/plugin/database-cleaner.1.2.1.zip,"2025-05-01 01:17:00",https://wordpress.org/plugins/database-cleaner/,6.0,7.4
easy-paypal-donation,"Accept Donations with PayPal & Stripe",1.5,1.4.2,https://downloads.wordpress.org/plugin/easy-paypal-donation.1.5.zip,"2025-05-01 00:37:00",https://wordpress.org/plugins/easy-paypal-donation/,3.0,5.4
elegant-calendar-lite,"Elegant Calendar Lite – WordPress Events Calendar Plugin",1.6.15,1.6.13,https://downloads.wordpress.org/plugin/elegant-calendar-lite.zip,"2025-05-01 00:45:00",https://wordpress.org/plugins/elegant-calendar-lite/,4.0,
media-cleaner,"Media Cleaner: Clean your WordPress!",6.8.8,6.8.6,https://downloads.wordpress.org/plugin/media-cleaner.6.8.8.zip,"2025-05-01 01:21:00",https://wordpress.org/plugins/media-cleaner/,6.0,7.4
media-file-renamer,"Media File Renamer: Rename for better SEO (AI-Powered)",6.0.8,6.0.6,https://downloads.wordpress.org/plugin/media-file-renamer.6.0.8.zip,"2025-05-01 01:24:00",https://wordpress.org/plugins/media-file-renamer/,6.0,7.4
meow-gallery,"Meow Gallery",5.2.8,5.2.5,https://downloads.wordpress.org/plugin/meow-gallery.5.2.8.zip,"2025-05-01 01:26:00",https://wordpress.org/plugins/meow-gallery/,6.0,7.4
meow-lightbox,"Meow Lightbox",5.2.9,5.2.7,https://downloads.wordpress.org/plugin/meow-lightbox.5.2.9.zip,"2025-05-01 01:29:00",https://wordpress.org/plugins/meow-lightbox/,6.0,7.4
pretty-grid,"Pretty Grid – WordPress Images Gallery, Slider, and Carousel Plugin",1.3.13,1.3.11,https://downloads.wordpress.org/plugin/pretty-grid.zip,"2025-05-01 00:42:00",https://wordpress.org/plugins/pretty-grid/,4.0,
pretty-opt-in-lite,"Pretty Opt In Lite – Content Locker for Lead Generation",1.3.19,1.3.17,https://downloads.wordpress.org/plugin/pretty-opt-in-lite.zip,"2025-05-01 00:44:00",https://wordpress.org/plugins/pretty-opt-in-lite/,4.0,
seo-engine,"SEO Engine",0.3.8,0.3.7,https://downloads.wordpress.org/plugin/seo-engine.0.3.8.zip,"2025-05-01 01:31:00",https://wordpress.org/plugins/seo-engine/,6.0,
social-engine,"Social Engine: Schedule Social Media Posts",0.7.4,0.7.2,https://downloads.wordpress.org/plugin/social-engine.0.7.4.zip,"2025-05-01 01:33:00",https://wordpress.org/plugins/social-engine/,6.0,7.4
verse-of-the-day-widget-for-wp,"Verse of the Day Widget for WP",7.3.82,7.3.77,https://downloads.wordpress.org/plugin/verse-of-the-day-widget-for-wp.zip,"2025-05-01 01:57:00",https://wordpress.org/plugins/verse-of-the-day-widget-for-wp/,6.6,
video-conferencing-with-bbb,"Virtual Classroom – Video Conferencing & Online Meeting with BigBlueButton",2.5.1,2.5.0,https://downloads.wordpress.org/plugin/video-conferencing-with-bbb.2.5.1.zip,"2025-05-01 01:19:00",https://wordpress.org/plugins/video-conferencing-with-bbb/,5.1,7.2
voya-chile-lugares-y-cotizador-de-despachos,"Voyapp Chile – Lugares y Cotizador de Despachos",1.7.16,1.7.14,https://downloads.wordpress.org/plugin/voya-chile-lugares-y-cotizador-de-despachos.1.7.16.zip,"2025-05-01 00:21:00",https://wordpress.org/plugins/voya-chile-lugares-y-cotizador-de-despachos/,5.6,7.0
bit-form,"Contact Form by Bit Form: Multi Step Form, Calculation Contact Form, Payment Contact Form & Custom Contact Form builder",2.18.8,2.18.7,https://downloads.wordpress.org/plugin/bit-form.2.18.8.zip,"2025-05-01 07:59:00",https://wordpress.org/plugins/bit-form/,5.0,7.4
chatbot,"AI ChatBot for WordPress – WPBot",6.6.0,6.5.9,https://downloads.wordpress.org/plugin/chatbot.6.6.0.zip,"2025-05-01 08:27:00",https://wordpress.org/plugins/chatbot/,4.6,5.6
church-admin,"Church Admin",5.0.26,5.0.16,https://downloads.wordpress.org/plugin/church-admin.5.0.26.zip,"2025-05-01 07:09:00",https://wordpress.org/plugins/church-admin/,5.0,7.0
custom-registration-form-builder-with-submission-manager,"RegistrationMagic – Custom Registration Forms, User Registration, Payment, and User Login",6.0.4.7,6.0.4.6,https://downloads.wordpress.org/plugin/custom-registration-form-builder-with-submission-manager.6.0.4.7.zip,"2025-05-01 06:01:00",https://wordpress.org/plugins/custom-registration-form-builder-with-submission-manager/,5.2.0,7.2
float-menu,"Float menu – awesome floating side menu",7.0.6,7.0.5,https://downloads.wordpress.org/plugin/float-menu.7.0.6.zip,"2025-05-01 07:51:00",https://wordpress.org/plugins/float-menu/,4.3,7.4
fws-ajax-contact-form,"Ajax Contact Form",1.5.1,1.3.0.1,https://downloads.wordpress.org/plugin/fws-ajax-contact-form.1.5.1.zip,"2025-05-01 07:01:00",https://wordpress.org/plugins/fws-ajax-contact-form/,5.4,
http2-push-content,"HTTP/2 Push, Async JavaScript, Defer Render Blocking CSS, HTTP2 server push, HTTP3 push",1.10.29,1.10.26,https://downloads.wordpress.org/plugin/http2-push-content.1.10.29.zip,"2025-05-01 06:51:00",https://wordpress.org/plugins/http2-push-content/,4.0,7.4
location-weather,"Location Weather – Hourly, Daily Weather Forecast Widget and Weather Map",2.0.18,2.0.17,https://downloads.wordpress.org/plugin/location-weather.2.0.18.zip,"2025-05-01 08:03:00",https://wordpress.org/plugins/location-weather/,5.0,7.4
mediaflow,Mediaflow,2.1.4,2.1.3,https://downloads.wordpress.org/plugin/mediaflow.2.1.4.zip,"2025-05-01 07:55:00",https://wordpress.org/plugins/mediaflow/,6.0,8.2
motors-car-dealership-classified-listings,"Motors – Car Dealership & Classified Listings Plugin",1.4.70,1.4.69,https://downloads.wordpress.org/plugin/motors-car-dealership-classified-listings.1.4.70.zip,"2025-05-01 05:43:00",https://wordpress.org/plugins/motors-car-dealership-classified-listings/,4.6,
natural-text-to-speech,"Natural Text to Speech",1.1.0,1.0.8,https://downloads.wordpress.org/plugin/natural-text-to-speech.1.1.0.zip,"2025-05-01 06:16:00",https://wordpress.org/plugins/natural-text-to-speech/,5.0,8.2
omnipress,Omnipress,1.6.2,1.5.6,https://downloads.wordpress.org/plugin/omnipress.1.6.2.zip,"2025-05-01 06:37:00",https://wordpress.org/plugins/omnipress/,5.8,7.4
premium-blocks-for-gutenberg,"Premium Blocks – Gutenberg Blocks for WordPress",2.2.4,2.2.3,https://downloads.wordpress.org/plugin/premium-blocks-for-gutenberg.2.2.4.zip,"2025-05-01 06:16:00",https://wordpress.org/plugins/premium-blocks-for-gutenberg/,5.0,7.0
printess-editor,"Printess Editor",1.6.42,1.6.41,https://downloads.wordpress.org/plugin/printess-editor.zip,"2025-05-01 08:09:00",https://wordpress.org/plugins/printess-editor/,5.9,8.1
skt-blocks,"SKT Blocks – Gutenberg based Page Builder",2.2,2.0,https://downloads.wordpress.org/plugin/skt-blocks.zip,"2025-05-01 06:27:00",https://wordpress.org/plugins/skt-blocks/,5.0,7.4
sureforms,"SureForms – Drag and Drop Form Builder for WordPress",1.6.3,1.6.0,https://downloads.wordpress.org/plugin/sureforms.1.6.3.zip,"2025-05-01 07:30:00",https://wordpress.org/plugins/sureforms/,6.4,7.4
toret-manager,"Toret Manager",1.2.5,1.2.0,https://downloads.wordpress.org/plugin/toret-manager.1.2.5.zip,"2025-05-01 06:55:00",https://wordpress.org/plugins/toret-manager/,6.2,7.4
univapay-for-wc,"UnivaPay for WooCommerce",0.4.5,0.4.3,https://downloads.wordpress.org/plugin/univapay-for-wc.0.4.5.zip,"2025-05-01 08:33:00",https://wordpress.org/plugins/univapay-for-wc/,6.2.2,7.4
w2p-pipedrive-crm-integration-for-woocommerce,"W2P: Pipedrive CRM Integration for WooCommerce",1.2.3,1.2.1,https://downloads.wordpress.org/plugin/w2p-pipedrive-crm-integration-for-woocommerce.1.2.3.zip,"2025-05-01 08:13:00",https://wordpress.org/plugins/w2p-pipedrive-crm-integration-for-woocommerce/,6.2,8.0
white-label-cms,"White Label CMS",2.7.8,2.7.6,https://downloads.wordpress.org/plugin/white-label-cms.2.7.8.zip,"2025-05-01 06:37:00",https://wordpress.org/plugins/white-label-cms/,3.3,5.4
wp-time-capsule,"Backup and Staging by WP Time Capsule",1.22.24,1.22.23,https://downloads.wordpress.org/plugin/wp-time-capsule.1.22.24.zip,"2025-05-01 06:53:00",https://wordpress.org/plugins/wp-time-capsule/,3.9.14,
yop-poll,"YOP Poll",6.5.37,6.5.36,https://downloads.wordpress.org/plugin/yop-poll.6.5.37.zip,"2025-05-01 06:39:00",https://wordpress.org/plugins/yop-poll/,3.3,
custom-option-page-for-acf,"Custom Option Page for ACF",1.1,,https://downloads.wordpress.org/plugin/custom-option-page-for-acf.1.1.zip,"2025-05-01 06:59:00",https://wordpress.org/plugins/custom-option-page-for-acf/,4.6,
