Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
newspaper-fse,"Newspaper FSE",1.0.0,,https://downloads.wordpress.org/theme/newspaper-fse.1.0.0.zip,"2026-03-01 14:31:48",https://wordpress.org/themes/newspaper-fse/,6.7,7.2,0
blockskit-real-estate,"Blockskit Real Estate",1.0.0,,https://downloads.wordpress.org/theme/blockskit-real-estate.1.0.0.zip,"2026-03-01 15:16:05",https://wordpress.org/themes/blockskit-real-estate/,6.0,5.6,0
gigantic-music,"Gigantic Music",1.0.0,,https://downloads.wordpress.org/theme/gigantic-music.1.0.0.zip,"2026-03-01 15:31:47",https://wordpress.org/themes/gigantic-music/,6.0,5.6,0
grocerymart,Grocerymart,1.0.0,,https://downloads.wordpress.org/theme/grocerymart.1.0.0.zip,"2026-03-01 15:01:17",https://wordpress.org/themes/grocerymart/,5.9,5.6,0
shuttle-agency,"Shuttle Agency",1.0.0,,https://downloads.wordpress.org/theme/shuttle-agency.1.0.0.zip,"2026-03-01 15:31:58",https://wordpress.org/themes/shuttle-agency/,5.0,5.6,0
charity-trust,"Charity Trust",1.1,,https://downloads.wordpress.org/theme/charity-trust.1.1.zip,"2026-03-01 15:46:11",https://wordpress.org/themes/charity-trust/,5.9,5.6,0
gutenify-copilot,"Gutenify Copilot",1.0.2,,https://downloads.wordpress.org/theme/gutenify-copilot.1.0.2.zip,"2026-03-01 16:46:11",https://wordpress.org/themes/gutenify-copilot/,5.9,5.6,0
bosa-cyber-security,"Bosa Cyber Security",1.0.1,,https://downloads.wordpress.org/theme/bosa-cyber-security.1.0.1.zip,"2026-03-01 23:31:59",https://wordpress.org/themes/bosa-cyber-security/,,5.6,0
carpet-washing,"Carpet Washing",1.0.0,,https://downloads.wordpress.org/theme/carpet-washing.1.0.0.zip,"2026-03-01 23:32:43",https://wordpress.org/themes/carpet-washing/,6.0,7.2,0
consultinggrove-dark,"ConsultingGrove Dark",1.0,,https://downloads.wordpress.org/theme/consultinggrove-dark.1.0.zip,"2026-03-01 23:32:20",https://wordpress.org/themes/consultinggrove-dark/,6.0,7.0,0
funeral-services,"Funeral Services",1.0,,https://downloads.wordpress.org/theme/funeral-services.1.0.zip,"2026-03-01 23:32:35",https://wordpress.org/themes/funeral-services/,6.1,5.6,0
hoverbest,Hoverbest,1.3,,https://downloads.wordpress.org/theme/hoverbest.1.3.zip,"2026-03-01 23:31:45",https://wordpress.org/themes/hoverbest/,6.8,5.7,0
