Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
elara,Elara,1.7,1.6,https://downloads.wordpress.org/theme/elara.1.7.zip,"2025-01-01 00:23:38",https://wordpress.org/themes/elara/,,5.6
bondspace,BondSpace,1.1.2,1.1.1,https://downloads.wordpress.org/theme/bondspace.1.1.2.zip,"2025-01-01 05:41:59",https://wordpress.org/themes/bondspace/,6.6,7.4
travel-monster,"Travel Monster",1.2.3,1.2.2,https://downloads.wordpress.org/theme/travel-monster.1.2.3.zip,"2025-01-01 05:57:59",https://wordpress.org/themes/travel-monster/,6.2,7.3
innofit,Innofit,1.5.3,1.5.2,https://downloads.wordpress.org/theme/innofit.1.5.3.zip,"2025-01-01 07:24:50",https://wordpress.org/themes/innofit/,4.5,5.4
travel-muni,"Travel Muni",1.1.3,1.1.2,https://downloads.wordpress.org/theme/travel-muni.1.1.3.zip,"2025-01-01 08:31:16",https://wordpress.org/themes/travel-muni/,6.2,7.3
context-blog,"Context Blog",1.1.8,1.1.7,https://downloads.wordpress.org/theme/context-blog.1.1.8.zip,"2025-01-01 09:18:45",https://wordpress.org/themes/context-blog/,4.5,5.6
ink-context-blog,"Ink Context Blog",1.0.5,1.0.4,https://downloads.wordpress.org/theme/ink-context-blog.1.0.5.zip,"2025-01-01 09:21:03",https://wordpress.org/themes/ink-context-blog/,4.5,5.6
spicepress,SpicePress,2.2.1,2.2,https://downloads.wordpress.org/theme/spicepress.2.2.1.zip,"2025-01-01 09:21:15",https://wordpress.org/themes/spicepress/,4.5,5.4
color-newsmagazine,"Color Newsmagazine",1.3.6,1.3.5,https://downloads.wordpress.org/theme/color-newsmagazine.1.3.6.zip,"2025-01-01 09:30:21",https://wordpress.org/themes/color-newsmagazine/,4.5,5.6
new-blog,"New Blog",1.5.8,1.5.7,https://downloads.wordpress.org/theme/new-blog.1.5.8.zip,"2025-01-01 09:36:00",https://wordpress.org/themes/new-blog/,4.7,5.6
business-view,"Business View",1.0.6,1.0.5,https://downloads.wordpress.org/theme/business-view.1.0.6.zip,"2025-01-01 13:19:09",https://wordpress.org/themes/business-view/,,5.6
magic-elementor,"Magic Elementor",1.0.11,1.0.10,https://downloads.wordpress.org/theme/magic-elementor.1.0.11.zip,"2025-01-01 14:24:18",https://wordpress.org/themes/magic-elementor/,,5.6
magic-elementor-lite,"Magic Elementor Lite",1.0.5,1.0.4,https://downloads.wordpress.org/theme/magic-elementor-lite.1.0.5.zip,"2025-01-01 14:39:49",https://wordpress.org/themes/magic-elementor-lite/,,5.6
techup,Techup,2.2,2.1,https://downloads.wordpress.org/theme/techup.2.2.zip,"2025-01-01 15:07:58",https://wordpress.org/themes/techup/,4.7,5.2.4
biographyn,Biographyn,1.0.4,1.0.3,https://downloads.wordpress.org/theme/biographyn.1.0.4.zip,"2025-01-01 16:03:06",https://wordpress.org/themes/biographyn/,5.0,5.6
mega-charity,"Mega Charity",1.0.9,1.0.8,https://downloads.wordpress.org/theme/mega-charity.1.0.9.zip,"2025-01-01 16:03:27",https://wordpress.org/themes/mega-charity/,5.1,5.6
mega-medical,"Mega Medical",1.0.2,1.0.1,https://downloads.wordpress.org/theme/mega-medical.1.0.2.zip,"2025-01-01 16:03:54",https://wordpress.org/themes/mega-medical/,5.1,5.6
photoistic,Photoistic,1.0.3,1.0.2,https://downloads.wordpress.org/theme/photoistic.1.0.3.zip,"2025-01-01 16:05:11",https://wordpress.org/themes/photoistic/,5.0,5.6
whole,Whole,1.0.3,1.0.2,https://downloads.wordpress.org/theme/whole.1.0.3.zip,"2025-01-01 16:05:48",https://wordpress.org/themes/whole/,5.0,5.6
circles-wp,"Circles WP",1.0.6,1.0.5,https://downloads.wordpress.org/theme/circles-wp.1.0.6.zip,"2025-01-01 18:09:14",https://wordpress.org/themes/circles-wp/,,7.4
hitmag,HitMag,1.4.2,1.4.1,https://downloads.wordpress.org/theme/hitmag.1.4.2.zip,"2025-01-02 00:49:43",https://wordpress.org/themes/hitmag/,,5.3
corporate-solutions,"Corporate Solutions",3.2,3.1,https://downloads.wordpress.org/theme/corporate-solutions.3.2.zip,"2025-01-02 04:51:20",https://wordpress.org/themes/corporate-solutions/,,7.2
ecommerce-online-store,"Ecommerce Online Store",3.6,3.5,https://downloads.wordpress.org/theme/ecommerce-online-store.3.6.zip,"2025-01-02 04:54:20",https://wordpress.org/themes/ecommerce-online-store/,,7.2
recipes-blog,"Recipes Blog",3.5,3.4,https://downloads.wordpress.org/theme/recipes-blog.3.5.zip,"2025-01-02 04:52:59",https://wordpress.org/themes/recipes-blog/,,7.2
social-blog,"Social Blog",3.4,3.3,https://downloads.wordpress.org/theme/social-blog.3.4.zip,"2025-01-02 04:55:34",https://wordpress.org/themes/social-blog/,,7.2
best-news,"Best News",1.2.0,1.1.9,https://downloads.wordpress.org/theme/best-news.1.2.0.zip,"2025-01-02 06:28:59",https://wordpress.org/themes/best-news/,4.5,5.2.4
knote,Knote,0.6.8,0.6.7,https://downloads.wordpress.org/theme/knote.0.6.8.zip,"2025-01-02 05:58:11",https://wordpress.org/themes/knote/,5.2,7.2
new-blog-jr,"New Blog Jr",1.1.1,1.1.0,https://downloads.wordpress.org/theme/new-blog-jr.1.1.1.zip,"2025-01-02 06:21:38",https://wordpress.org/themes/new-blog-jr/,4.7,5.6
new-blog-lite,"New Blog Lite",1.0.8,1.0.7,https://downloads.wordpress.org/theme/new-blog-lite.1.0.8.zip,"2025-01-02 06:24:39",https://wordpress.org/themes/new-blog-lite/,4.7,5.6
voice-blog-lite,"Voice Blog Lite",1.0.9,1.0.8,https://downloads.wordpress.org/theme/voice-blog-lite.1.0.9.zip,"2025-01-02 06:26:55",https://wordpress.org/themes/voice-blog-lite/,4.7,5.6
voice-blog,"Voice Blog",1.3.7,1.3.6,https://downloads.wordpress.org/theme/voice-blog.1.3.7.zip,"2025-01-02 06:18:56",https://wordpress.org/themes/voice-blog/,4.7,5.6
animal-caretaker,"Animal Caretaker",2.2,2.1,https://downloads.wordpress.org/theme/animal-caretaker.2.2.zip,"2025-01-02 06:59:14",https://wordpress.org/themes/animal-caretaker/,,7.2
cargo-ships,"Cargo Ships",8.1,8.0,https://downloads.wordpress.org/theme/cargo-ships.8.1.zip,"2025-01-02 06:58:29",https://wordpress.org/themes/cargo-ships/,,7.2
centralnews,CentralNews,2.0.33,2.0.32,https://downloads.wordpress.org/theme/centralnews.2.0.33.zip,"2025-01-02 07:16:49",https://wordpress.org/themes/centralnews/,4.0,5.3
computer-repair-shop,"Computer Repair Shop",0.2.9,0.2.8,https://downloads.wordpress.org/theme/computer-repair-shop.0.2.9.zip,"2025-01-02 06:59:03",https://wordpress.org/themes/computer-repair-shop/,5.0,7.2
creative-business-blog,"Creative Business Blog",1.1.1,1.1.0,https://downloads.wordpress.org/theme/creative-business-blog.1.1.1.zip,"2025-01-02 06:52:59",https://wordpress.org/themes/creative-business-blog/,4.7,5.6
elite-creative-agency,"Elite Creative Agency",2.6,2.5,https://downloads.wordpress.org/theme/elite-creative-agency.2.6.zip,"2025-01-02 06:57:11",https://wordpress.org/themes/elite-creative-agency/,,7.2
elite-florist,"Elite florist",3.0,0.2,https://downloads.wordpress.org/theme/elite-florist.3.0.zip,"2025-01-02 06:56:31",https://wordpress.org/themes/elite-florist/,,7.2
flight-booking,"Flight Booking",6.1,6.0,https://downloads.wordpress.org/theme/flight-booking.6.1.zip,"2025-01-02 06:55:34",https://wordpress.org/themes/flight-booking/,,7.2
glamour-magazine,"Glamour magazine",1.0.8,1.0.7,https://downloads.wordpress.org/theme/glamour-magazine.1.0.8.zip,"2025-01-02 06:48:17",https://wordpress.org/themes/glamour-magazine/,4.7,5.4.2
globalnews,GlobalNews,1.0.22,1.0.21,https://downloads.wordpress.org/theme/globalnews.1.0.22.zip,"2025-01-02 07:17:08",https://wordpress.org/themes/globalnews/,4.0,5.3
gym-workout,"Gym Workout",2.4,2.3,https://downloads.wordpress.org/theme/gym-workout.2.4.zip,"2025-01-02 06:54:10",https://wordpress.org/themes/gym-workout/,,7.2
home-decor-shop,"Home Decor Shop",2.9,2.8,https://downloads.wordpress.org/theme/home-decor-shop.2.9.zip,"2025-01-02 06:53:22",https://wordpress.org/themes/home-decor-shop/,,7.2
medical-coach,"Medical Coach",2.1,2.0,https://downloads.wordpress.org/theme/medical-coach.2.1.zip,"2025-01-02 06:52:41",https://wordpress.org/themes/medical-coach/,,7.2
