Slug,Name,Version,"Previous Version","Download Link",Released,"WordPress.org URL","Required WP","Required PHP","Active Installs"
blogus,Blogus,2.6.3,2.6.2,https://downloads.wordpress.org/theme/blogus.2.6.3.zip,"2025-09-01 04:39:09",https://wordpress.org/themes/blogus/,6.7,7.4,10000
fold,Fold,5.0.3,5.0.0,https://downloads.wordpress.org/theme/fold.5.0.3.zip,"2025-09-01 04:19:16",https://wordpress.org/themes/fold/,5.2.0,7.4,80
modern-construction,"Modern Construction",1.0.4,1.0.1,https://downloads.wordpress.org/theme/modern-construction.1.0.4.zip,"2025-09-01 04:17:38",https://wordpress.org/themes/modern-construction/,5.0,7.2,60
newsup,Newsup,5.0.4,5.0.3,https://downloads.wordpress.org/theme/newsup.5.0.4.zip,"2025-09-01 04:37:46",https://wordpress.org/themes/newsup/,6.7,7.4,20000
smthing,SmThing,1.0.2,1.0.1,https://downloads.wordpress.org/theme/smthing.1.0.2.zip,"2025-09-01 04:18:41",https://wordpress.org/themes/smthing/,5.9,5.6,0
blogarise,BlogArise,1.3.1,1.3.0,https://downloads.wordpress.org/theme/blogarise.1.3.1.zip,"2025-09-01 04:40:55",https://wordpress.org/themes/blogarise/,6.7,7.4,4000
newspaperup,Newspaperup,1.4.1,1.4.0,https://downloads.wordpress.org/theme/newspaperup.1.4.1.zip,"2025-09-01 04:39:49",https://wordpress.org/themes/newspaperup/,6.7,7.4,1000
newsxo,Newsxo,1.2.3,1.2.2,https://downloads.wordpress.org/theme/newsxo.1.2.3.zip,"2025-09-01 04:41:38",https://wordpress.org/themes/newsxo/,6.7,7.4,900
aromatic,Aromatic,22.5,22.4,https://downloads.wordpress.org/theme/aromatic.22.5.zip,"2025-09-01 06:17:43",https://wordpress.org/themes/aromatic/,4.7,5.6,200
ayroma,Ayroma,21.8,21.7,https://downloads.wordpress.org/theme/ayroma.21.8.zip,"2025-09-01 06:19:22",https://wordpress.org/themes/ayroma/,4.7,5.6,100
consult-element,"Consult Element",1.4,1.3,https://downloads.wordpress.org/theme/consult-element.1.4.zip,"2025-09-01 05:52:07",https://wordpress.org/themes/consult-element/,6.6,7.4,80
eshop-elementor,"Eshop Elementor",1.1.5,1.1.4,https://downloads.wordpress.org/theme/eshop-elementor.1.1.5.zip,"2025-09-01 05:47:25",https://wordpress.org/themes/eshop-elementor/,6.7,7.4,400
express-store,"Express Store",17.9,17.8,https://downloads.wordpress.org/theme/express-store.17.9.zip,"2025-09-01 06:21:06",https://wordpress.org/themes/express-store/,,5.6,60
feauty,Feauty,21.7,21.6,https://downloads.wordpress.org/theme/feauty.21.7.zip,"2025-09-01 06:21:36",https://wordpress.org/themes/feauty/,4.7,5.6,100
flexi-mart,"Flexi Mart",8.9,8.8,https://downloads.wordpress.org/theme/flexi-mart.8.9.zip,"2025-09-01 06:22:09",https://wordpress.org/themes/flexi-mart/,,5.6,20
flossy,Flossy,14.3,14.2,https://downloads.wordpress.org/theme/flossy.14.3.zip,"2025-09-01 06:22:39",https://wordpress.org/themes/flossy/,4.7,5.6,50
flow-store,"Flow Store",10.0,9.9,https://downloads.wordpress.org/theme/flow-store.10.0.zip,"2025-09-01 06:23:40",https://wordpress.org/themes/flow-store/,,5.6,30
focus-stock-dark,"Focus Stock Dark",2.0,1.1.3,https://downloads.wordpress.org/theme/focus-stock-dark.2.0.zip,"2025-09-01 06:05:47",https://wordpress.org/themes/focus-stock-dark/,5.9,5.6,70
focus-stock,"Focus Stock",2.0,1.2.4,https://downloads.wordpress.org/theme/focus-stock.2.0.zip,"2025-09-01 06:05:18",https://wordpress.org/themes/focus-stock/,5.9,5.6,80
foodie-world,"Foodie World",3.0,2.3.3,https://downloads.wordpress.org/theme/foodie-world.3.0.zip,"2025-09-01 06:26:49",https://wordpress.org/themes/foodie-world/,5.9,5.6,200
grocerly,Grocerly,0.3,0.2,https://downloads.wordpress.org/theme/grocerly.0.3.zip,"2025-09-01 06:31:55",https://wordpress.org/themes/grocerly/,,5.6,30
integlight,Integlight,1.1.11,1.1.10,https://downloads.wordpress.org/theme/integlight.1.1.11.zip,"2025-09-01 05:42:35",https://wordpress.org/themes/integlight/,,7.4,20
mega-mart,"Mega Mart",0.6,0.5,https://downloads.wordpress.org/theme/mega-mart.0.6.zip,"2025-09-01 06:32:35",https://wordpress.org/themes/mega-mart/,4.7,5.6,70
paw-bazaar,"Paw Bazaar",5.7,5.6,https://downloads.wordpress.org/theme/paw-bazaar.5.7.zip,"2025-09-01 06:24:00",https://wordpress.org/themes/paw-bazaar/,,5.6,10
pet-bazaar,"Pet Bazaar",6.5,6.4,https://downloads.wordpress.org/theme/pet-bazaar.6.5.zip,"2025-09-01 06:24:48",https://wordpress.org/themes/pet-bazaar/,4.7,5.6,90
pet-store,"Pet Store",5.3,5.2,https://downloads.wordpress.org/theme/pet-store.5.3.zip,"2025-09-01 06:26:43",https://wordpress.org/themes/pet-store/,,5.6,60
postblog,PostBlog,2.3,2.2,https://downloads.wordpress.org/theme/postblog.2.3.zip,"2025-09-01 05:45:52",https://wordpress.org/themes/postblog/,6.7,7.4,800
retailsy,Retailsy,21.8,21.7,https://downloads.wordpress.org/theme/retailsy.21.8.zip,"2025-09-01 06:27:15",https://wordpress.org/themes/retailsy/,4.7,5.6,500
shopient,Shopient,21.7,21.6,https://downloads.wordpress.org/theme/shopient.21.7.zip,"2025-09-01 06:27:38",https://wordpress.org/themes/shopient/,4.7,5.6,1000
shopiva,Shopiva,21.7,21.6,https://downloads.wordpress.org/theme/shopiva.21.7.zip,"2025-09-01 06:28:04",https://wordpress.org/themes/shopiva/,4.7,5.6,200
shoply,Shoply,21.8,21.7,https://downloads.wordpress.org/theme/shoply.21.8.zip,"2025-09-01 06:28:29",https://wordpress.org/themes/shoply/,4.7,5.6,400
shopsaas,Shopsaas,0.4,0.3,https://downloads.wordpress.org/theme/shopsaas.0.4.zip,"2025-09-01 05:48:56",https://wordpress.org/themes/shopsaas/,6.6,7.4,80
skt-nurse,"SKT Nurse",1.1,1.0,https://downloads.wordpress.org/theme/skt-nurse.1.1.zip,"2025-09-01 06:10:18",https://wordpress.org/themes/skt-nurse/,5.0,5.6,10
storefit,Storefit,16.4,16.3,https://downloads.wordpress.org/theme/storefit.16.4.zip,"2025-09-01 06:28:55",https://wordpress.org/themes/storefit/,,5.6,30
storely,Storely,22.3,22.2,https://downloads.wordpress.org/theme/storely.22.3.zip,"2025-09-01 06:29:49",https://wordpress.org/themes/storely/,4.7,5.6,1000
